"Contest ID","Contest Name","Location ID","Total Precincts","Precincts Reporting","Precincts Partially Reporting","Total Votes","Candidate ID","Candidate Name","Candidate Votes","Candidate Vote Percentage"
"1267","Secretary of State","1","131","131","0","122597","2432","Anna Beth Gorman","69557","57.00"
"1267","Secretary of State","1","131","131","0","122597","2433","Secretary of State John Thurston","53040","43.00"
"1267","Secretary of State","2","21","21","0","6175","2433","Secretary of State John Thurston","4974","81.00"
"1267","Secretary of State","2","21","21","0","6175","2432","Anna Beth Gorman","1201","19.00"
"1267","Secretary of State","3","18","18","0","6948","2433","Secretary of State John Thurston","4199","60.00"
"1267","Secretary of State","3","18","18","0","6948","2432","Anna Beth Gorman","2749","40.00"
"1267","Secretary of State","4","55","55","0","22233","2433","Secretary of State John Thurston","17393","78.00"
"1267","Secretary of State","4","55","55","0","22233","2432","Anna Beth Gorman","4840","22.00"
"1267","Secretary of State","5","28","28","0","4546","2433","Secretary of State John Thurston","3759","83.00"
"1267","Secretary of State","5","28","28","0","4546","2432","Anna Beth Gorman","787","17.00"
"1267","Secretary of State","6","13","13","0","2436","2433","Secretary of State John Thurston","1690","69.00"
"1267","Secretary of State","6","13","13","0","2436","2432","Anna Beth Gorman","746","31.00"
"1267","Secretary of State","7","21","21","0","6017","2433","Secretary of State John Thurston","3623","60.00"
"1267","Secretary of State","7","21","21","0","6017","2432","Anna Beth Gorman","2394","40.00"
"1267","Secretary of State","8","9","9","0","2036","2433","Secretary of State John Thurston","1373","67.00"
"1267","Secretary of State","8","9","9","0","2036","2432","Anna Beth Gorman","663","33.00"
"1267","Secretary of State","9","117","117","0","89961","2433","Secretary of State John Thurston","59969","67.00"
"1267","Secretary of State","9","117","117","0","89961","2432","Anna Beth Gorman","29992","33.00"
"1267","Secretary of State","10","18","18","0","10622","2433","Secretary of State John Thurston","5440","51.00"
"1267","Secretary of State","10","18","18","0","10622","2432","Anna Beth Gorman","5182","49.00"
"1267","Secretary of State","11","17","17","0","3896","2433","Secretary of State John Thurston","3147","81.00"
"1267","Secretary of State","11","17","17","0","3896","2432","Anna Beth Gorman","749","19.00"
"1267","Secretary of State","12","31","31","0","5947","2433","Secretary of State John Thurston","4889","82.00"
"1267","Secretary of State","12","31","31","0","5947","2432","Anna Beth Gorman","1058","18.00"
"1267","Secretary of State","13","170","170","0","16985","2432","Anna Beth Gorman","9738","57.00"
"1267","Secretary of State","13","170","170","0","16985","2433","Secretary of State John Thurston","7247","43.00"
"1267","Secretary of State","14","11","11","0","3678","2433","Secretary of State John Thurston","3176","86.00"
"1267","Secretary of State","14","11","11","0","3678","2432","Anna Beth Gorman","502","14.00"
"1267","Secretary of State","15","24","24","0","4612","2433","Secretary of State John Thurston","3388","73.00"
"1267","Secretary of State","15","24","24","0","4612","2432","Anna Beth Gorman","1224","27.00"
"1267","Secretary of State","16","21","21","0","4903","2433","Secretary of State John Thurston","3789","77.00"
"1267","Secretary of State","16","21","21","0","4903","2432","Anna Beth Gorman","1114","23.00"
"1267","Secretary of State","17","54","54","0","39908","2433","Secretary of State John Thurston","27130","68.00"
"1267","Secretary of State","17","54","54","0","39908","2432","Anna Beth Gorman","12778","32.00"
"1267","Secretary of State","18","14","14","0","2590","2433","Secretary of State John Thurston","1825","70.00"
"1267","Secretary of State","18","14","14","0","2590","2432","Anna Beth Gorman","765","30.00"
"1267","Secretary of State","19","5","5","0","1582","2433","Secretary of State John Thurston","1273","80.00"
"1267","Secretary of State","19","5","5","0","1582","2432","Anna Beth Gorman","309","20.00"
"1267","Secretary of State","20","16","16","0","8422","2433","Secretary of State John Thurston","5378","64.00"
"1267","Secretary of State","20","16","16","0","8422","2432","Anna Beth Gorman","3044","36.00"
"1267","Secretary of State","21","11","11","0","11463","2433","Secretary of State John Thurston","9245","81.00"
"1267","Secretary of State","21","11","11","0","11463","2432","Anna Beth Gorman","2218","19.00"
"1267","Secretary of State","22","25","25","0","1941","2433","Secretary of State John Thurston","1311","68.00"
"1267","Secretary of State","22","25","25","0","1941","2432","Anna Beth Gorman","630","32.00"
"1267","Secretary of State","23","14","14","0","6033","2433","Secretary of State John Thurston","4186","69.00"
"1267","Secretary of State","23","14","14","0","6033","2432","Anna Beth Gorman","1847","31.00"
"1267","Secretary of State","24","30","30","0","5418","2433","Secretary of State John Thurston","4072","75.00"
"1267","Secretary of State","24","30","30","0","5418","2432","Anna Beth Gorman","1346","25.00"
"1267","Secretary of State","25","12","12","0","3379","2432","Anna Beth Gorman","1714","51.00"
"1267","Secretary of State","25","12","12","0","3379","2433","Secretary of State John Thurston","1665","49.00"
"1267","Secretary of State","26","17","17","0","2747","2433","Secretary of State John Thurston","2339","85.00"
"1267","Secretary of State","26","17","17","0","2747","2432","Anna Beth Gorman","408","15.00"
"1267","Secretary of State","27","12","12","0","5525","2433","Secretary of State John Thurston","4465","81.00"
"1267","Secretary of State","27","12","12","0","5525","2432","Anna Beth Gorman","1060","19.00"
"1267","Secretary of State","28","53","53","0","27412","2433","Secretary of State John Thurston","19168","70.00"
